Город,Район ,Айыл кенеш,село/город,Код ОЗ,Краткое название ОЗ  ,Полное название ОЗ,Вид ,Тип организации 
г.Бишкек,Свердловский район,,г.Бишкек (Свердл. р-н),1207,ГСВ №19,ГРУППА СЕМЕЙНЫХ ВРАЧЕЙ №19,Лечебно-профилактические организации,Государственные организации Минздрава
г.Бишкек,Свердловский район,,г.Бишкек (Свердл. р-н),1208,ГСВ №20,ГРУППА СЕМЕЙНЫХ ВРАЧЕЙ №20,Лечебно-профилактические организации,Государственные организации Минздрава
г.Бишкек,Свердловский район,,г.Бишкек (Свердл. р-н),1211,ГСВ №10,ГРУППА СЕМЕЙНЫХ ВРАЧЕЙ №10,Лечебно-профилактические организации,Государственные организации Минздрава
г.Бишкек,Свердловский район,,г.Бишкек (Свердл. р-н),1214,ГСВ №12,ГРУППА СЕМЕЙНЫХ ВРАЧЕЙ №12,Лечебно-профилактические организации,Государственные организации Минздрава
г.Бишкек,Свердловский район,,г.Бишкек (Свердл. р-н),1216,ГСВ №13,ГРУППА СЕМЕЙНЫХ ВРАЧЕЙ №13,Лечебно-профилактические организации,Государственные организации Минздрава
г.Бишкек,Свердловский район,,г.Бишкек (Свердл. р-н),1218,ГСВ №14,ГРУППА СЕМЕЙНЫХ ВРАЧЕЙ №14,Лечебно-профилактические организации,Государственные организации Минздрава
г.Бишкек,Свердловский район,,г.Бишкек (Свердл. р-н),1556,"ГСВ ""ДОСТУК""","ГРУППА СЕМЕЙНЫХ ВРАЧЕЙ ""ДОСТУК""",Лечебно-профилактические организации,Государственные организации Минздрава
г.Бишкек,Свердловский район,,г.Бишкек (Свердл. р-н),1557,"ГСВ ""АЛАМЕДИН""","ГРУППА СЕМЕЙНЫХ ВРАЧЕЙ ""АЛАМЕДИН""",Лечебно-профилактические организации,Государственные организации Минздрава
г.Бишкек,Свердловский район,,г.Бишкек (Свердл. р-н),1558,ГСВ №21,ГРУППА СЕМЕЙНЫХ ВРАЧЕЙ №21,Лечебно-профилактические организации,Государственные организации Минздрава
г.Бишкек,Свердловский район,,г.Бишкек (Свердл. р-н),8270,ЧООБ,ЧУЙСКАЯ ОБЛАСТНАЯ ОБЪЕДИНЕННАЯ БОЛЬНИЦА,Лечебно-профилактические организации,Государственные организации Минздрава
Исыккульская обл.,Ак-Суйский район,Ак-Булунский аилкенеш,с.Ак-Булак,2019,"ФАП ""АК-БУЛАК""","ФЕЛЬДШЕРСКО-АКУШЕРСКИЙ ПУНКТ ""АК-БУЛАК""",Лечебно-профилактические организации,Государственные организации Минздрава
Исыккульская обл.,Ак-Суйский район,Ак-Булунский аилкенеш,с.Ак-Булун,2020,"ФАП ""АК-БУЛУН""","ФЕЛЬДШЕРСКО-АКУШЕРСКИЙ ПУНКТ ""АК-БУЛУН""",Лечебно-профилактические организации,Государственные организации Минздрава
Исыккульская обл.,Ак-Суйский район,Берю-Башский аилкенеш,с.Берю-Баш,2027,"ФАП ""БЕРЮ-БАШ""","ФЕЛЬДШЕРСКО-АКУШЕРСКИЙ ПУНКТ ""БЕРЮ-БАШ""",Лечебно-профилактические организации,Государственные организации Минздрава
Исыккульская обл.,Ак-Суйский район,Берю-Башский аилкенеш,с.Черик,2178,"ФАП ""ЧЕРИК""","ФЕЛЬДШЕРСКО-АКУШЕРСКИЙ ПУНКТ ""ЧЕРИК""",Лечебно-профилактические организации,Государственные организации Минздрава
Исыккульская обл.,Ак-Суйский район,Кара-Джалский аилкенеш,с.Кара-Джал,2158,"ФАП ""КАРА-ЖАЛ""","ФЕЛЬДШЕРСКО-АКУШЕРСКИЙ ПУНКТ ""КАРА-ЖАЛ""",Лечебно-профилактические организации,Государственные организации Минздрава
Исыккульская обл.,Ак-Суйский район,Кара-Джалский аилкенеш,с.Боз-Булун,2012,"ФАП ""БОЗ-БУЛУН""","ФЕЛЬДШЕРСКО-АКУШЕРСКИЙ ПУНКТ ""БОЗ-БУЛУН""",Лечебно-профилактические организации,Государственные организации Минздрава
Исыккульская обл.,Ак-Суйский район,Кара-Джалский аилкенеш,с.Джаны-Арык,2013,"ФАП ""ДЖАНЫ-АРЫК""","ФЕЛЬДШЕРСКО-АКУШЕРСКИЙ ПУНКТ ""ДЖАНЫ-АРЫК""",Лечебно-профилактические организации,Государственные организации Минздрава
Исыккульская обл.,Ак-Суйский район,Кара-Джалский аилкенеш,с.Тегизчил,2014,"ФАП ""ТЕГИЗЧИЛ""","ФЕЛЬДШЕРСКО-АКУШЕРСКИЙ ПУНКТ ""ТЕГИЗЧИЛ""",Лечебно-профилактические организации,Государственные организации Минздрава
Исыккульская обл.,Ак-Суйский район,Караколский аилкенеш,с.Чолпон,2030,"ФАП ""ЧОЛПОН""","ФЕЛЬДШЕРСКО-АКУШЕРСКИЙ ПУНКТ ""ЧОЛПОН""",Лечебно-профилактические организации,Государственные организации Минздрава
Исыккульская обл.,Ак-Суйский район,Кереге-Ташский аилкенеш,с.Сары-Камыш,2036,"ФАП ""САРЫ-КАМЫШ""","ФЕЛЬДШЕРСКО-АКУШЕРСКИЙ ПУНКТ ""САРЫ-КАМЫШ""",Лечебно-профилактические организации,Государственные организации Минздрава
Исыккульская обл.,Ак-Суйский район,Кереге-Ташский аилкенеш,с.Кайырма-Арык,2016,"ФАП ""КАЙЫРМА-АРЫК""","ФЕЛЬДШЕРСКО-АКУШЕРСКИЙ ПУНКТ ""КАЙЫРМА-АРЫК""",Лечебно-профилактические организации,Государственные организации Минздрава
